review_id,timestamp,rating,review_text,app_version,device,country
rev_0000108,2026-07-04T01:00:00,4,Great offers and smooth checkout,6.3.2,Android,Germany
rev_0000109,2026-06-02T21:00:00,4,Love the new design,6.3.2,Android,India
rev_0000110,2026-07-11T04:00:00,2,Login is slow,6.3.2,Desktop,India
rev_0000111,2026-03-24T09:00:00,5,Easy to use and fast,6.3.2,Android,United States
rev_0000112,2026-05-26T02:00:00,4,Easy to use and fast,6.3.2,Android,United States
rev_0000113,2026-07-24T10:00:00,2,Payment keeps failing on Android,6.4.0,Android,India
rev_0000114,2026-05-29T05:00:00,4,Easy to use and fast,6.3.2,Android,Germany
rev_0000115,2026-06-12T05:00:00,1,Login is slow,6.3.2,iOS,Germany
rev_0000116,2026-05-06T02:00:00,4,Easy to use and fast,6.3.2,Android,United States
rev_0000117,2026-07-11T23:00:00,5,Easy to use and fast,6.3.2,Android,Singapore
rev_0000118,2026-07-19T01:00:00,1,Payment keeps failing on Android,6.3.2,Desktop,India
rev_0000119,2026-02-19T03:00:00,2,Login is slow,6.3.2,Desktop,India
rev_0000120,2026-04-07T09:00:00,5,Love the new design,6.3.2,Desktop,United States
rev_0000121,2026-04-29T11:00:00,4,Easy to use and fast,6.3.2,Android,United States
rev_0000122,2026-02-16T11:00:00,4,Easy to use and fast,6.3.2,Android,United States
rev_0000123,2026-07-20T14:00:00,5,Love the new design,6.4.0,iOS,United Kingdom
rev_0000124,2026-05-28T13:00:00,4,Love the new design,6.3.2,Android,India
rev_0000125,2026-05-20T14:00:00,2,Payment keeps failing on Android,6.3.2,Android,United States
rev_0000126,2026-03-12T20:00:00,5,Love the new design,6.3.2,Android,Singapore
rev_0000127,2026-03-20T11:00:00,2,Refund is delayed,6.3.2,Android,United States
rev_0000128,2026-06-19T21:00:00,4,Great offers and smooth checkout,6.3.2,Android,Germany
rev_0000129,2026-05-23T23:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000130,2026-02-27T16:00:00,1,Login is slow,6.3.2,iOS,United Kingdom
rev_0000131,2026-06-02T12:00:00,2,Login is slow,6.3.2,Android,Germany
rev_0000132,2026-04-01T21:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000133,2026-03-06T14:00:00,4,Easy to use and fast,6.3.2,Android,United States
rev_0000134,2026-04-28T08:00:00,5,Great offers and smooth checkout,6.3.2,Android,United Kingdom
rev_0000135,2026-05-11T06:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000136,2026-07-17T04:00:00,5,Love the new design,6.3.2,Android,Germany
rev_0000137,2026-03-09T13:00:00,2,Refund is delayed,6.3.2,Android,United Kingdom
rev_0000138,2026-07-10T07:00:00,5,Easy to use and fast,6.3.2,Desktop,Singapore
rev_0000139,2026-07-23T18:00:00,2,Payment keeps failing on Android,6.4.0,iOS,United States
rev_0000140,2026-07-15T15:00:00,5,Love the new design,6.3.2,iOS,United States
rev_0000141,2026-04-24T13:00:00,4,Great offers and smooth checkout,6.3.2,Android,Singapore
rev_0000142,2026-07-31T01:00:00,5,Easy to use and fast,6.4.0,iOS,India
rev_0000143,2026-03-01T06:00:00,5,Easy to use and fast,6.3.2,Desktop,India
rev_0000144,2026-04-22T13:00:00,5,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000145,2026-04-26T00:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000146,2026-06-30T08:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000147,2026-02-03T04:00:00,5,Love the new design,6.3.2,Android,United Kingdom
rev_0000148,2026-02-03T13:00:00,5,Easy to use and fast,6.3.2,Android,United Kingdom
rev_0000149,2026-03-21T06:00:00,4,Great offers and smooth checkout,6.3.2,Android,Germany
rev_0000150,2026-07-17T04:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000151,2026-06-27T13:00:00,2,Login is slow,6.3.2,Desktop,India
rev_0000152,2026-07-31T12:00:00,4,Great offers and smooth checkout,6.4.0,iOS,Germany
rev_0000153,2026-06-10T22:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000154,2026-07-17T10:00:00,4,Great offers and smooth checkout,6.3.2,Android,India
rev_0000155,2026-03-27T05:00:00,4,Love the new design,6.3.2,iOS,United States
rev_0000156,2026-02-25T23:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000157,2026-05-08T05:00:00,5,Easy to use and fast,6.3.2,iOS,Germany
rev_0000158,2026-05-27T10:00:00,5,Love the new design,6.3.2,Android,India
rev_0000159,2026-04-14T04:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000160,2026-03-02T22:00:00,4,Love the new design,6.3.2,Android,India
rev_0000161,2026-05-11T12:00:00,4,Love the new design,6.3.2,Android,United States
rev_0000162,2026-02-28T17:00:00,5,Great offers and smooth checkout,6.3.2,iOS,United States
rev_0000163,2026-02-16T23:00:00,4,Great offers and smooth checkout,6.3.2,iOS,United States
rev_0000164,2026-06-09T21:00:00,4,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000165,2026-02-01T05:00:00,4,Great offers and smooth checkout,6.3.2,Android,United Kingdom
rev_0000166,2026-03-04T11:00:00,1,Payment keeps failing on Android,6.3.2,iOS,India
rev_0000167,2026-06-26T01:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000168,2026-05-07T10:00:00,1,Login is slow,6.3.2,Android,India
rev_0000169,2026-03-06T05:00:00,4,Love the new design,6.3.2,Android,United Kingdom
rev_0000170,2026-04-12T20:00:00,5,Love the new design,6.3.2,iOS,United Kingdom
rev_0000171,2026-02-07T03:00:00,5,Love the new design,6.3.2,Android,United Kingdom
rev_0000172,2026-05-25T22:00:00,4,Love the new design,6.3.2,iOS,United States
rev_0000173,2026-04-01T15:00:00,4,Love the new design,6.3.2,Android,Germany
rev_0000174,2026-03-02T18:00:00,2,Payment keeps failing on Android,6.3.2,Desktop,Germany
rev_0000175,2026-02-07T13:00:00,4,Easy to use and fast,6.3.2,Android,United Kingdom
rev_0000176,2026-06-09T04:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000177,2026-07-05T06:00:00,4,Love the new design,6.3.2,Android,India
rev_0000178,2026-06-12T19:00:00,4,Love the new design,6.3.2,Android,United States
rev_0000179,2026-04-08T13:00:00,4,Great offers and smooth checkout,6.3.2,Android,Singapore
rev_0000180,2026-07-10T09:00:00,4,Love the new design,6.3.2,Android,Singapore
rev_0000181,2026-03-09T12:00:00,2,Payment keeps failing on Android,6.3.2,Android,India
rev_0000182,2026-02-12T15:00:00,4,Love the new design,6.3.2,Android,United States
rev_0000183,2026-04-02T12:00:00,5,Great offers and smooth checkout,6.3.2,Android,United Kingdom
rev_0000184,2026-04-19T23:00:00,4,Easy to use and fast,6.3.2,iOS,United States
rev_0000185,2026-05-01T06:00:00,5,Easy to use and fast,6.3.2,Android,United Kingdom
rev_0000186,2026-05-20T04:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000187,2026-04-25T07:00:00,5,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000188,2026-02-28T18:00:00,1,App crash during checkout,6.3.2,Android,India
rev_0000189,2026-06-17T01:00:00,5,Great offers and smooth checkout,6.3.2,Desktop,United States
rev_0000190,2026-04-01T09:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000191,2026-03-13T18:00:00,5,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000192,2026-07-15T14:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000193,2026-04-13T06:00:00,4,Love the new design,6.3.2,Android,India
rev_0000194,2026-02-13T21:00:00,4,Love the new design,6.3.2,Android,India
rev_0000195,2026-03-02T00:00:00,5,Love the new design,6.3.2,Android,Germany
rev_0000196,2026-05-10T14:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000197,2026-05-26T10:00:00,5,Easy to use and fast,6.3.2,iOS,United States
rev_0000198,2026-05-18T13:00:00,4,Love the new design,6.3.2,Android,India
rev_0000199,2026-06-05T08:00:00,4,Love the new design,6.3.2,Android,Singapore
rev_0000200,2026-05-28T03:00:00,1,Login is slow,6.3.2,Android,Singapore
rev_0000201,2026-03-31T18:00:00,4,Great offers and smooth checkout,6.3.2,Android,India
rev_0000202,2026-03-04T03:00:00,4,Love the new design,6.3.2,Desktop,India
rev_0000203,2026-04-06T19:00:00,4,Great offers and smooth checkout,6.3.2,iOS,Singapore
rev_0000204,2026-03-15T01:00:00,4,Easy to use and fast,6.3.2,Android,United Kingdom
rev_0000205,2026-02-17T16:00:00,4,Easy to use and fast,6.3.2,Desktop,United States
rev_0000206,2026-02-09T06:00:00,4,Easy to use and fast,6.3.2,iOS,United States
rev_0000207,2026-02-16T10:00:00,4,Love the new design,6.3.2,Android,India
rev_0000208,2026-07-03T04:00:00,5,Love the new design,6.3.2,Android,India
rev_0000209,2026-02-25T10:00:00,2,Payment keeps failing on Android,6.3.2,Android,India
rev_0000210,2026-04-27T21:00:00,5,Great offers and smooth checkout,6.3.2,iOS,United Kingdom
rev_0000211,2026-07-12T13:00:00,5,Love the new design,6.3.2,Android,United Kingdom
rev_0000212,2026-05-21T03:00:00,5,Love the new design,6.3.2,Android,India
rev_0000213,2026-03-05T22:00:00,4,Great offers and smooth checkout,6.3.2,Android,India
rev_0000214,2026-04-12T08:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000215,2026-07-15T14:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000216,2026-06-27T08:00:00,4,Easy to use and fast,6.3.2,Android,United Kingdom
rev_0000217,2026-06-12T18:00:00,2,App crash during checkout,6.3.2,Android,Germany
rev_0000218,2026-03-13T19:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000219,2026-07-06T22:00:00,5,Great offers and smooth checkout,6.3.2,Android,United Kingdom
rev_0000220,2026-05-22T17:00:00,1,App crash during checkout,6.3.2,Android,United States
rev_0000221,2026-06-09T09:00:00,5,Great offers and smooth checkout,6.3.2,iOS,United Kingdom
rev_0000222,2026-03-03T12:00:00,2,Refund is delayed,6.3.2,Android,India
rev_0000223,2026-02-06T19:00:00,5,Easy to use and fast,6.3.2,Android,Germany
rev_0000224,2026-07-31T21:00:00,5,Easy to use and fast,6.4.0,Android,United States
rev_0000225,2026-05-02T12:00:00,5,Easy to use and fast,6.3.2,Android,United States
rev_0000226,2026-04-08T05:00:00,4,Love the new design,6.3.2,Android,India
rev_0000227,2026-03-09T14:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000228,2026-02-05T16:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000229,2026-06-02T02:00:00,2,App crash during checkout,6.3.2,Android,United States
rev_0000230,2026-07-30T22:00:00,1,Refund is delayed,6.4.0,Android,United Kingdom
rev_0000231,2026-06-05T08:00:00,4,Love the new design,6.3.2,Android,India
rev_0000232,2026-07-28T14:00:00,1,App crash during checkout,6.4.0,Android,Germany
rev_0000233,2026-02-25T05:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000234,2026-03-07T01:00:00,2,App crash during checkout,6.3.2,Android,United States
rev_0000235,2026-05-25T02:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000236,2026-02-08T21:00:00,2,Refund is delayed,6.3.2,Desktop,United Kingdom
rev_0000237,2026-03-13T20:00:00,5,Easy to use and fast,6.3.2,iOS,India
rev_0000238,2026-07-04T12:00:00,4,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000239,2026-07-21T03:00:00,2,App crash during checkout,6.4.0,iOS,United States
rev_0000240,2026-06-14T09:00:00,5,Easy to use and fast,6.3.2,iOS,United States
rev_0000241,2026-07-05T18:00:00,4,Love the new design,6.3.2,Android,India
rev_0000242,2026-02-26T15:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000243,2026-03-28T05:00:00,1,Refund is delayed,6.3.2,iOS,India
rev_0000244,2026-03-03T03:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000245,2026-06-06T07:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000246,2026-06-30T05:00:00,5,Easy to use and fast,6.3.2,iOS,Germany
rev_0000247,2026-07-12T04:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000248,2026-04-05T23:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000249,2026-04-24T10:00:00,5,Love the new design,6.3.2,iOS,India
rev_0000250,2026-06-16T09:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000251,2026-07-01T12:00:00,5,Easy to use and fast,6.3.2,iOS,United Kingdom
rev_0000252,2026-05-27T08:00:00,5,Easy to use and fast,6.3.2,Android,United States
rev_0000253,2026-06-07T08:00:00,1,Refund is delayed,6.3.2,Android,India
rev_0000254,2026-05-12T13:00:00,5,Great offers and smooth checkout,6.3.2,Android,United Kingdom
rev_0000255,2026-06-13T14:00:00,5,Love the new design,6.3.2,Android,United Kingdom
rev_0000256,2026-03-02T17:00:00,1,App crash during checkout,6.3.2,Android,United Kingdom
rev_0000257,2026-07-14T16:00:00,4,Love the new design,6.3.2,Desktop,United Kingdom
rev_0000258,2026-03-13T03:00:00,4,Easy to use and fast,6.3.2,iOS,Germany
rev_0000259,2026-04-17T18:00:00,5,Love the new design,6.3.2,Desktop,India
rev_0000260,2026-05-20T03:00:00,4,Easy to use and fast,6.3.2,Android,United Kingdom
rev_0000261,2026-02-23T07:00:00,4,Easy to use and fast,6.3.2,Android,United Kingdom
rev_0000262,2026-07-12T02:00:00,4,Easy to use and fast,6.3.2,iOS,United States
rev_0000263,2026-07-09T20:00:00,5,Easy to use and fast,6.3.2,Android,United States
rev_0000264,2026-06-26T07:00:00,2,Login is slow,6.3.2,Android,India
rev_0000265,2026-04-19T06:00:00,5,Love the new design,6.3.2,iOS,India
rev_0000266,2026-03-18T07:00:00,5,Love the new design,6.3.2,Android,India
rev_0000267,2026-02-04T20:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000268,2026-07-11T08:00:00,5,Great offers and smooth checkout,6.3.2,iOS,Germany
rev_0000269,2026-02-18T19:00:00,4,Great offers and smooth checkout,6.3.2,Android,Germany
rev_0000270,2026-07-26T01:00:00,1,Payment keeps failing on Android,6.4.0,Android,India
rev_0000271,2026-02-27T02:00:00,4,Love the new design,6.3.2,iOS,Germany
rev_0000272,2026-05-20T07:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000273,2026-04-19T15:00:00,5,Great offers and smooth checkout,6.3.2,iOS,India
rev_0000274,2026-05-08T14:00:00,1,Login is slow,6.3.2,Android,United States
rev_0000275,2026-05-28T19:00:00,5,Great offers and smooth checkout,6.3.2,iOS,India
rev_0000276,2026-05-02T21:00:00,2,Payment keeps failing on Android,6.3.2,Android,Germany
rev_0000277,2026-03-16T05:00:00,4,Great offers and smooth checkout,6.3.2,iOS,India
rev_0000278,2026-05-27T09:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000279,2026-05-31T22:00:00,2,Login is slow,6.3.2,Android,India
rev_0000280,2026-03-16T00:00:00,5,Great offers and smooth checkout,6.3.2,Android,Germany
rev_0000281,2026-06-11T17:00:00,5,Easy to use and fast,6.3.2,iOS,United States
rev_0000282,2026-07-23T14:00:00,2,Login is slow,6.4.0,Desktop,India
rev_0000283,2026-06-05T08:00:00,5,Great offers and smooth checkout,6.3.2,iOS,India
rev_0000284,2026-03-01T20:00:00,5,Easy to use and fast,6.3.2,Android,United States
rev_0000285,2026-07-31T23:00:00,2,Payment keeps failing on Android,6.4.0,Desktop,India
rev_0000286,2026-06-25T20:00:00,1,Refund is delayed,6.3.2,iOS,Germany
rev_0000287,2026-05-21T01:00:00,1,Payment keeps failing on Android,6.3.2,Android,India
rev_0000288,2026-03-15T19:00:00,1,App crash during checkout,6.3.2,Android,India
rev_0000289,2026-02-28T22:00:00,4,Easy to use and fast,6.3.2,iOS,India
rev_0000290,2026-05-23T14:00:00,5,Great offers and smooth checkout,6.3.2,Android,Singapore
rev_0000291,2026-05-11T17:00:00,5,Great offers and smooth checkout,6.3.2,Android,United Kingdom
rev_0000292,2026-04-28T11:00:00,5,Love the new design,6.3.2,Android,United States
rev_0000293,2026-03-09T02:00:00,5,Easy to use and fast,6.3.2,Android,Germany
rev_0000294,2026-07-26T00:00:00,5,Love the new design,6.4.0,Android,United States
rev_0000295,2026-07-29T19:00:00,5,Great offers and smooth checkout,6.4.0,Android,United States
rev_0000296,2026-07-25T21:00:00,1,Login is slow,6.4.0,iOS,United States
rev_0000297,2026-03-21T06:00:00,4,Great offers and smooth checkout,6.3.2,Android,Germany
rev_0000298,2026-02-09T02:00:00,4,Great offers and smooth checkout,6.3.2,Android,United Kingdom
rev_0000299,2026-06-18T15:00:00,2,Login is slow,6.3.2,Android,United Kingdom
rev_0000300,2026-07-08T03:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000301,2026-07-08T08:00:00,5,Love the new design,6.3.2,Android,United Kingdom
rev_0000302,2026-02-18T09:00:00,4,Great offers and smooth checkout,6.3.2,iOS,India
rev_0000303,2026-05-14T02:00:00,5,Great offers and smooth checkout,6.3.2,Android,India
rev_0000304,2026-05-22T15:00:00,1,Refund is delayed,6.3.2,Android,United Kingdom
rev_0000305,2026-05-15T13:00:00,5,Love the new design,6.3.2,Android,India
rev_0000306,2026-07-17T15:00:00,1,Payment keeps failing on Android,6.3.2,Android,United States
rev_0000307,2026-06-13T13:00:00,4,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000308,2026-03-18T21:00:00,2,Refund is delayed,6.3.2,Android,India
rev_0000309,2026-05-25T06:00:00,4,Easy to use and fast,6.3.2,Android,India
rev_0000310,2026-07-31T18:00:00,1,Refund is delayed,6.4.0,Desktop,United States
rev_0000311,2026-03-29T15:00:00,4,Great offers and smooth checkout,6.3.2,iOS,India
rev_0000312,2026-07-12T19:00:00,4,Great offers and smooth checkout,6.3.2,Android,United States
rev_0000313,2026-03-17T00:00:00,5,Easy to use and fast,6.3.2,Android,India
rev_0000314,2026-04-19T04:00:00,4,Great offers and smooth checkout,6.3.2,iOS,United States
rev_0000315,2026-02-11T02:00:00,1,Refund is delayed,6.3.2,Android,Singapore
rev_0000316,2026-02-26T19:00:00,5,Love the new design,6.3.2,iOS,United Kingdom
rev_0000317,2026-06-16T12:00:00,1,Refund is delayed,6.3.2,Android,United Kingdom
rev_0000318,2026-06-24T13:00:00,2,Payment keeps failing on Android,6.3.2,iOS,United States
