experiment_id,experiment_name,variant,customer_id,exposure_date,conversion,revenue
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001433,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000046,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000068,2026-07-01,1,93.15
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001381,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000901,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000650,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001178,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000579,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000467,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001225,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001314,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001354,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000674,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000485,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000740,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000602,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000644,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000489,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000659,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000669,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000274,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000596,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000124,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000226,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000746,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000024,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001039,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000189,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000020,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001444,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000513,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000329,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001305,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001034,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000270,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000694,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001057,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000768,2026-07-01,1,52.77
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001190,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001228,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001321,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000363,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000843,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000949,2026-07-01,1,56.82
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000184,2026-07-01,1,81.45
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000026,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000196,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001494,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000125,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001016,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001487,2026-07-01,1,83.28
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001465,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000682,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001290,2026-07-01,1,69.96
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000322,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001036,2026-07-01,1,109.29
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000339,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000797,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001356,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000550,2026-07-01,1,109.19
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000327,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000123,2026-07-01,1,77.46
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001211,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000717,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001271,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000052,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001367,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000070,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001111,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000426,2026-07-01,1,82.22
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001377,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000593,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000405,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000210,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000284,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000546,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000959,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000890,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000159,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000744,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000583,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000871,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000534,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000594,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000835,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000691,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000758,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000726,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000317,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000666,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001347,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001370,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001065,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000984,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001009,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000627,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001063,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001180,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000076,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001319,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000728,2026-07-01,1,58.66
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001491,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001030,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000722,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000015,2026-07-01,1,98.30
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000667,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000022,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001413,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000087,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000423,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001417,2026-07-01,1,73.34
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000141,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001409,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000632,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000310,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001049,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001010,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001064,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000584,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000147,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000575,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001332,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001191,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000394,2026-07-01,1,100.82
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001460,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000913,2026-07-01,1,67.42
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000232,2026-07-01,1,95.87
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000457,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000699,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000679,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001391,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000802,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000419,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000407,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001089,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000934,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001426,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000841,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000944,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001142,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001106,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000639,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001024,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000337,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001129,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001186,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000860,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000595,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001260,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001042,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001047,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000312,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001148,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000208,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000921,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000091,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000039,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000560,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001008,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000377,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000449,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000271,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001173,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000690,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001272,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001331,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000551,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001344,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000425,2026-07-01,1,91.90
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000129,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001091,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001315,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001317,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000378,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000933,2026-07-01,1,65.11
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000781,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000081,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000977,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000908,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000319,2026-07-01,1,107.37
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001479,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000481,2026-07-01,1,106.98
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001076,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001292,2026-07-01,1,88.94
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001021,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001310,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000283,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000710,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000927,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001299,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000413,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000384,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000516,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000918,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001335,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000305,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000637,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000730,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001243,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001450,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001002,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000844,2026-07-01,1,69.58
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001092,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000549,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000789,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001454,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000725,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000562,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000888,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000195,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000491,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000388,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001499,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000152,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001159,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000292,2026-07-01,1,87.31
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000834,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000197,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000099,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000080,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000988,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000216,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001072,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001207,2026-07-01,1,46.06
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000608,2026-07-01,1,83.68
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001101,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001276,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000991,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001357,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001431,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000493,2026-07-01,1,81.10
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000386,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000053,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000036,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001082,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001279,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001029,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0001278,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001287,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000446,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000788,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000826,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001183,2026-07-01,1,46.48
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000663,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000804,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000280,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000555,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000067,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000321,2026-07-01,1,82.17
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000436,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000062,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000128,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001477,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000243,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0001358,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000907,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000163,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000209,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,control,cus_0000281,2026-07-01,0,0.00
exp_checkout_copy_001,Checkout reassurance copy,treatment,cus_0000866,2026-07-01,1,104.66
