customer_id,session_id,timestamp,event_name
cus_0000313,ses_0000028,2026-02-01T19:57:12,landing_page
cus_0000313,ses_0000028,2026-02-01T19:58:01,product_view
cus_0000437,ses_0000029,2026-02-01T02:35:12,landing_page
cus_0000437,ses_0000029,2026-02-01T02:36:04,product_view
cus_0000437,ses_0000029,2026-02-01T02:37:50,add_to_cart
cus_0000252,ses_0000030,2026-02-01T19:33:33,landing_page
cus_0000252,ses_0000030,2026-02-01T19:34:45,product_view
cus_0000252,ses_0000030,2026-02-01T19:36:09,add_to_cart
cus_0001177,ses_0000031,2026-02-01T13:09:37,landing_page
cus_0000450,ses_0000032,2026-02-01T15:09:25,landing_page
cus_0000450,ses_0000032,2026-02-01T15:10:28,product_view
cus_0000450,ses_0000032,2026-02-01T15:11:15,add_to_cart
cus_0000450,ses_0000032,2026-02-01T15:11:40,checkout_started
cus_0000450,ses_0000032,2026-02-01T15:13:45,payment_started
cus_0000689,ses_0000033,2026-02-01T15:39:56,landing_page
cus_0000689,ses_0000033,2026-02-01T15:40:33,product_view
cus_0000689,ses_0000033,2026-02-01T15:42:06,add_to_cart
cus_0000689,ses_0000033,2026-02-01T15:42:17,checkout_started
cus_0000689,ses_0000033,2026-02-01T15:44:28,payment_started
cus_0000689,ses_0000033,2026-02-01T15:47:26,purchase_completed
cus_0001133,ses_0000034,2026-02-01T08:00:23,landing_page
cus_0001005,ses_0000035,2026-02-01T06:20:10,landing_page
cus_0001005,ses_0000035,2026-02-01T06:21:36,product_view
cus_0000966,ses_0000036,2026-02-01T19:42:35,landing_page
cus_0001231,ses_0000037,2026-02-01T08:25:15,landing_page
cus_0000992,ses_0000038,2026-02-01T05:23:20,landing_page
cus_0000989,ses_0000039,2026-02-01T14:04:48,landing_page
cus_0001397,ses_0000040,2026-02-01T11:57:47,landing_page
cus_0001397,ses_0000040,2026-02-01T11:59:15,product_view
cus_0001085,ses_0000041,2026-02-01T19:08:00,landing_page
cus_0001085,ses_0000041,2026-02-01T19:08:55,product_view
cus_0001085,ses_0000041,2026-02-01T19:08:58,add_to_cart
cus_0000674,ses_0000042,2026-02-01T00:31:13,landing_page
cus_0000674,ses_0000042,2026-02-01T00:32:08,product_view
cus_0000468,ses_0000043,2026-02-01T05:20:53,landing_page
cus_0000901,ses_0000044,2026-02-01T00:25:51,landing_page
cus_0000085,ses_0000045,2026-02-01T11:21:18,landing_page
cus_0000085,ses_0000045,2026-02-01T11:22:07,product_view
cus_0000168,ses_0000046,2026-02-01T07:55:55,landing_page
cus_0000168,ses_0000046,2026-02-01T07:56:46,product_view
cus_0000168,ses_0000046,2026-02-01T07:56:47,add_to_cart
cus_0000168,ses_0000046,2026-02-01T07:58:58,checkout_started
cus_0000168,ses_0000046,2026-02-01T07:59:55,payment_started
cus_0000168,ses_0000046,2026-02-01T08:00:05,purchase_completed
cus_0000588,ses_0000047,2026-02-01T07:00:56,landing_page
cus_0001386,ses_0000048,2026-02-01T13:48:01,landing_page
cus_0001386,ses_0000048,2026-02-01T13:49:29,product_view
cus_0001469,ses_0000049,2026-02-01T08:27:05,landing_page
cus_0000270,ses_0000050,2026-02-01T10:02:01,landing_page
cus_0001364,ses_0000051,2026-02-01T10:42:09,landing_page
cus_0001364,ses_0000051,2026-02-01T10:42:54,product_view
cus_0000600,ses_0000052,2026-02-01T04:15:55,landing_page
cus_0000600,ses_0000052,2026-02-01T04:17:09,product_view
cus_0000316,ses_0000053,2026-02-01T20:30:09,landing_page
cus_0000316,ses_0000053,2026-02-01T20:31:22,product_view
cus_0001202,ses_0000054,2026-02-01T15:03:16,landing_page
cus_0001202,ses_0000054,2026-02-01T15:04:35,product_view
cus_0000954,ses_0000055,2026-02-01T09:31:17,landing_page
cus_0000954,ses_0000055,2026-02-01T09:32:25,product_view
cus_0000954,ses_0000055,2026-02-01T09:32:47,add_to_cart
cus_0000954,ses_0000055,2026-02-01T09:35:44,checkout_started
cus_0001113,ses_0000056,2026-02-01T11:43:35,landing_page
cus_0001113,ses_0000056,2026-02-01T11:44:50,product_view
cus_0001113,ses_0000056,2026-02-01T11:45:37,add_to_cart
cus_0001113,ses_0000056,2026-02-01T11:45:02,checkout_started
cus_0000298,ses_0000057,2026-02-01T20:29:06,landing_page
cus_0000298,ses_0000057,2026-02-01T20:30:31,product_view
cus_0000178,ses_0000058,2026-02-01T07:30:12,landing_page
cus_0000178,ses_0000058,2026-02-01T07:31:36,product_view
cus_0000178,ses_0000058,2026-02-01T07:31:32,add_to_cart
cus_0000185,ses_0000059,2026-02-01T16:35:11,landing_page
cus_0000185,ses_0000059,2026-02-01T16:35:31,product_view
cus_0001185,ses_0000060,2026-02-01T17:13:32,landing_page
cus_0001185,ses_0000060,2026-02-01T17:14:45,product_view
cus_0001185,ses_0000060,2026-02-01T17:15:32,add_to_cart
cus_0001325,ses_0000061,2026-02-01T23:42:22,landing_page
cus_0001325,ses_0000061,2026-02-01T23:42:54,product_view
cus_0001325,ses_0000061,2026-02-01T23:43:58,add_to_cart
cus_0001325,ses_0000061,2026-02-01T23:46:01,checkout_started
cus_0000955,ses_0000062,2026-02-01T01:50:01,landing_page
cus_0000933,ses_0000063,2026-02-01T21:39:29,landing_page
cus_0000933,ses_0000063,2026-02-01T21:40:25,product_view
cus_0000471,ses_0000064,2026-02-01T11:31:57,landing_page
cus_0000325,ses_0000065,2026-02-01T08:02:32,landing_page
cus_0000325,ses_0000065,2026-02-01T08:03:08,product_view
cus_0000612,ses_0000066,2026-02-01T11:26:05,landing_page
cus_0000612,ses_0000066,2026-02-01T11:27:26,product_view
cus_0000086,ses_0000067,2026-02-01T17:15:28,landing_page
cus_0000086,ses_0000067,2026-02-01T17:16:39,product_view
cus_0001102,ses_0000068,2026-02-01T13:31:18,landing_page
cus_0001102,ses_0000068,2026-02-01T13:31:45,product_view
cus_0001102,ses_0000068,2026-02-01T13:33:48,add_to_cart
cus_0001102,ses_0000068,2026-02-01T13:35:24,checkout_started
cus_0001102,ses_0000068,2026-02-01T13:35:22,payment_started
cus_0001102,ses_0000068,2026-02-01T13:35:38,purchase_completed
cus_0001474,ses_0000069,2026-02-01T12:21:01,landing_page
cus_0001474,ses_0000069,2026-02-01T12:22:21,product_view
cus_0001474,ses_0000069,2026-02-01T12:22:07,add_to_cart
cus_0001080,ses_0000070,2026-02-01T03:16:45,landing_page
cus_0001080,ses_0000070,2026-02-01T03:18:09,product_view
cus_0000828,ses_0000071,2026-02-01T18:49:30,landing_page
cus_0000828,ses_0000071,2026-02-01T18:49:57,product_view
cus_0000828,ses_0000071,2026-02-01T18:52:00,add_to_cart
cus_0000828,ses_0000071,2026-02-01T18:51:33,checkout_started
cus_0001476,ses_0000072,2026-02-01T05:57:49,landing_page
cus_0001476,ses_0000072,2026-02-01T05:58:37,product_view
cus_0000161,ses_0000073,2026-02-02T18:52:45,landing_page
cus_0000161,ses_0000073,2026-02-02T18:53:51,product_view
cus_0000153,ses_0000074,2026-02-02T16:47:47,landing_page
cus_0000153,ses_0000074,2026-02-02T16:48:36,product_view
cus_0000889,ses_0000075,2026-02-02T11:16:19,landing_page
cus_0000051,ses_0000076,2026-02-02T02:31:31,landing_page
cus_0000051,ses_0000076,2026-02-02T02:32:06,product_view
cus_0000641,ses_0000077,2026-02-02T04:42:09,landing_page
cus_0001465,ses_0000078,2026-02-02T14:02:53,landing_page
cus_0001465,ses_0000078,2026-02-02T14:03:22,product_view
cus_0000653,ses_0000079,2026-02-02T18:49:06,landing_page
cus_0000653,ses_0000079,2026-02-02T18:50:28,product_view
cus_0000653,ses_0000079,2026-02-02T18:50:04,add_to_cart
cus_0000653,ses_0000079,2026-02-02T18:52:27,checkout_started
cus_0000653,ses_0000079,2026-02-02T18:52:50,payment_started
cus_0000653,ses_0000079,2026-02-02T18:52:46,purchase_completed
cus_0000659,ses_0000080,2026-02-02T03:47:00,landing_page
cus_0000659,ses_0000080,2026-02-02T03:47:48,product_view
cus_0000981,ses_0000081,2026-02-02T15:57:56,landing_page
cus_0000981,ses_0000081,2026-02-02T15:58:51,product_view
cus_0000981,ses_0000081,2026-02-02T16:00:14,add_to_cart
cus_0000981,ses_0000081,2026-02-02T16:00:23,checkout_started
cus_0000981,ses_0000081,2026-02-02T16:01:12,payment_started
cus_0001128,ses_0000082,2026-02-02T16:48:01,landing_page
cus_0001128,ses_0000082,2026-02-02T16:48:22,product_view
cus_0000007,ses_0000083,2026-02-02T03:21:24,landing_page
cus_0000007,ses_0000083,2026-02-02T03:22:45,product_view
cus_0001171,ses_0000084,2026-02-02T22:59:06,landing_page
cus_0000679,ses_0000085,2026-02-02T22:49:18,landing_page
cus_0000679,ses_0000085,2026-02-02T22:50:24,product_view
cus_0000679,ses_0000085,2026-02-02T22:51:28,add_to_cart
cus_0000679,ses_0000085,2026-02-02T22:50:33,checkout_started
cus_0000679,ses_0000085,2026-02-02T22:51:14,payment_started
cus_0000679,ses_0000085,2026-02-02T22:50:58,purchase_completed
cus_0000426,ses_0000086,2026-02-02T10:47:59,landing_page
cus_0000426,ses_0000086,2026-02-02T10:49:11,product_view
cus_0001357,ses_0000087,2026-02-02T18:17:22,landing_page
cus_0001357,ses_0000087,2026-02-02T18:18:07,product_view
cus_0000261,ses_0000088,2026-02-02T18:32:17,landing_page
cus_0000261,ses_0000088,2026-02-02T18:32:39,product_view
cus_0000261,ses_0000088,2026-02-02T18:33:45,add_to_cart
cus_0000261,ses_0000088,2026-02-02T18:36:32,checkout_started
cus_0000261,ses_0000088,2026-02-02T18:37:29,payment_started
cus_0000261,ses_0000088,2026-02-02T18:35:57,purchase_completed
cus_0000383,ses_0000089,2026-02-02T17:18:49,landing_page
cus_0000383,ses_0000089,2026-02-02T17:19:50,product_view
cus_0000714,ses_0000090,2026-02-02T02:05:37,landing_page
cus_0000714,ses_0000090,2026-02-02T02:07:05,product_view
cus_0000714,ses_0000090,2026-02-02T02:07:27,add_to_cart
cus_0000231,ses_0000091,2026-02-02T22:14:33,landing_page
cus_0000389,ses_0000092,2026-02-02T17:16:44,landing_page
cus_0000389,ses_0000092,2026-02-02T17:17:59,product_view
cus_0000335,ses_0000093,2026-02-02T10:15:04,landing_page
cus_0000256,ses_0000094,2026-02-02T22:52:10,landing_page
cus_0000896,ses_0000095,2026-02-02T09:18:41,landing_page
cus_0000896,ses_0000095,2026-02-02T09:19:46,product_view
cus_0001132,ses_0000096,2026-02-02T21:33:47,landing_page
cus_0000735,ses_0000097,2026-02-02T23:59:54,landing_page
cus_0000735,ses_0000097,2026-02-03T00:00:51,product_view
cus_0000735,ses_0000097,2026-02-03T00:02:40,add_to_cart
cus_0000978,ses_0000098,2026-02-02T03:01:04,landing_page
cus_0000963,ses_0000099,2026-02-02T07:48:27,landing_page
cus_0000963,ses_0000099,2026-02-02T07:49:47,product_view
cus_0000963,ses_0000099,2026-02-02T07:50:27,add_to_cart
cus_0000963,ses_0000099,2026-02-02T07:49:33,checkout_started
cus_0000963,ses_0000099,2026-02-02T07:50:19,payment_started
cus_0000963,ses_0000099,2026-02-02T07:54:37,purchase_completed
cus_0000583,ses_0000100,2026-02-02T22:03:37,landing_page
cus_0000929,ses_0000101,2026-02-02T12:53:59,landing_page
cus_0001016,ses_0000102,2026-02-02T08:24:17,landing_page
cus_0001016,ses_0000102,2026-02-02T08:24:44,product_view
cus_0001016,ses_0000102,2026-02-02T08:25:39,add_to_cart
cus_0001016,ses_0000102,2026-02-02T08:27:38,checkout_started
cus_0001016,ses_0000102,2026-02-02T08:26:01,payment_started
cus_0001016,ses_0000102,2026-02-02T08:30:17,purchase_completed
cus_0000259,ses_0000103,2026-02-02T11:39:28,landing_page
cus_0000259,ses_0000103,2026-02-02T11:40:58,product_view
cus_0000259,ses_0000103,2026-02-02T11:40:08,add_to_cart
cus_0001309,ses_0000104,2026-02-02T20:57:34,landing_page
cus_0000034,ses_0000105,2026-02-02T21:09:07,landing_page
cus_0000034,ses_0000105,2026-02-02T21:10:27,product_view
cus_0001432,ses_0000106,2026-02-02T16:08:20,landing_page
cus_0001432,ses_0000106,2026-02-02T16:09:05,product_view
cus_0001432,ses_0000106,2026-02-02T16:09:44,add_to_cart
cus_0001432,ses_0000106,2026-02-02T16:12:32,checkout_started
cus_0001432,ses_0000106,2026-02-02T16:12:08,payment_started
cus_0001432,ses_0000106,2026-02-02T16:15:45,purchase_completed
cus_0000732,ses_0000107,2026-02-02T12:19:44,landing_page
cus_0000732,ses_0000107,2026-02-02T12:20:36,product_view
cus_0000732,ses_0000107,2026-02-02T12:20:44,add_to_cart
cus_0000732,ses_0000107,2026-02-02T12:22:56,checkout_started
cus_0000732,ses_0000107,2026-02-02T12:22:36,payment_started
cus_0000180,ses_0000108,2026-02-02T06:23:55,landing_page
cus_0000180,ses_0000108,2026-02-02T06:24:33,product_view
cus_0000975,ses_0000109,2026-02-02T09:00:52,landing_page
cus_0000975,ses_0000109,2026-02-02T09:01:27,product_view
cus_0000975,ses_0000109,2026-02-02T09:02:50,add_to_cart
cus_0000975,ses_0000109,2026-02-02T09:03:16,checkout_started
cus_0001069,ses_0000110,2026-02-02T18:32:03,landing_page
cus_0001069,ses_0000110,2026-02-02T18:33:08,product_view
cus_0001069,ses_0000110,2026-02-02T18:34:39,add_to_cart
cus_0000496,ses_0000111,2026-02-02T23:29:12,landing_page
cus_0000496,ses_0000111,2026-02-02T23:29:48,product_view
cus_0000496,ses_0000111,2026-02-02T23:31:20,add_to_cart
cus_0000496,ses_0000111,2026-02-02T23:33:30,checkout_started
cus_0000496,ses_0000111,2026-02-02T23:32:20,payment_started
cus_0000814,ses_0000112,2026-02-02T08:37:16,landing_page
cus_0000814,ses_0000112,2026-02-02T08:37:44,product_view
cus_0001128,ses_0000113,2026-02-02T03:21:28,landing_page
cus_0001128,ses_0000113,2026-02-02T03:22:51,product_view
cus_0001128,ses_0000113,2026-02-02T03:23:02,add_to_cart
cus_0001128,ses_0000113,2026-02-02T03:24:34,checkout_started
cus_0001128,ses_0000113,2026-02-02T03:22:48,payment_started
cus_0001128,ses_0000113,2026-02-02T03:25:08,purchase_completed
cus_0000458,ses_0000114,2026-02-02T04:19:00,landing_page
cus_0000458,ses_0000114,2026-02-02T04:19:43,product_view
cus_0000458,ses_0000114,2026-02-02T04:21:18,add_to_cart
cus_0001110,ses_0000115,2026-02-02T06:06:36,landing_page
cus_0001110,ses_0000115,2026-02-02T06:07:55,product_view
cus_0001131,ses_0000116,2026-02-02T17:39:08,landing_page
cus_0001131,ses_0000116,2026-02-02T17:40:11,product_view
cus_0001131,ses_0000116,2026-02-02T17:40:56,add_to_cart
cus_0000317,ses_0000117,2026-02-02T23:00:19,landing_page
cus_0000317,ses_0000117,2026-02-02T23:00:48,product_view
cus_0001400,ses_0000118,2026-02-02T14:13:06,landing_page
cus_0001400,ses_0000118,2026-02-02T14:13:40,product_view
cus_0000473,ses_0000119,2026-02-02T20:32:27,landing_page
cus_0000473,ses_0000119,2026-02-02T20:33:47,product_view
cus_0000481,ses_0000120,2026-02-02T07:29:39,landing_page
cus_0000481,ses_0000120,2026-02-02T07:30:42,product_view
cus_0000481,ses_0000120,2026-02-02T07:32:09,add_to_cart
cus_0000780,ses_0000121,2026-02-02T20:58:16,landing_page
cus_0000780,ses_0000121,2026-02-02T20:58:43,product_view
cus_0000642,ses_0000122,2026-02-02T12:07:32,landing_page
cus_0000642,ses_0000122,2026-02-02T12:08:11,product_view
cus_0000663,ses_0000123,2026-02-02T14:20:25,landing_page
cus_0000663,ses_0000123,2026-02-02T14:21:25,product_view
cus_0000663,ses_0000123,2026-02-02T14:21:43,add_to_cart
cus_0000818,ses_0000124,2026-02-02T23:23:58,landing_page
cus_0000818,ses_0000124,2026-02-02T23:25:18,product_view
cus_0001457,ses_0000125,2026-02-02T17:13:15,landing_page
cus_0001457,ses_0000125,2026-02-02T17:13:35,product_view
cus_0000554,ses_0000126,2026-02-02T08:00:24,landing_page
cus_0000554,ses_0000126,2026-02-02T08:01:29,product_view
cus_0000554,ses_0000126,2026-02-02T08:02:40,add_to_cart
cus_0001007,ses_0000127,2026-02-02T20:44:07,landing_page
cus_0001007,ses_0000127,2026-02-02T20:44:45,product_view
cus_0001007,ses_0000127,2026-02-02T20:46:15,add_to_cart
cus_0001091,ses_0000128,2026-02-02T21:10:09,landing_page
cus_0001091,ses_0000128,2026-02-02T21:10:41,product_view
cus_0000067,ses_0000129,2026-02-02T22:22:57,landing_page
cus_0000067,ses_0000129,2026-02-02T22:23:48,product_view
cus_0000798,ses_0000130,2026-02-02T05:25:29,landing_page
cus_0000798,ses_0000130,2026-02-02T05:26:21,product_view
cus_0000363,ses_0000131,2026-02-02T08:49:41,landing_page
cus_0000363,ses_0000131,2026-02-02T08:50:02,product_view
cus_0000795,ses_0000132,2026-02-02T22:22:47,landing_page
cus_0000144,ses_0000133,2026-02-02T06:44:20,landing_page
cus_0000918,ses_0000134,2026-02-02T03:23:41,landing_page
cus_0000918,ses_0000134,2026-02-02T03:24:41,product_view
cus_0001024,ses_0000135,2026-02-02T03:58:24,landing_page
cus_0001024,ses_0000135,2026-02-02T03:59:13,product_view
cus_0001364,ses_0000136,2026-02-02T12:31:08,landing_page
cus_0001364,ses_0000136,2026-02-02T12:32:03,product_view
cus_0001364,ses_0000136,2026-02-02T12:32:22,add_to_cart
cus_0001303,ses_0000137,2026-02-02T06:34:52,landing_page
cus_0001303,ses_0000137,2026-02-02T06:35:39,product_view
cus_0001308,ses_0000138,2026-02-02T16:42:20,landing_page
cus_0001308,ses_0000138,2026-02-02T16:42:55,product_view
cus_0001308,ses_0000138,2026-02-02T16:43:22,add_to_cart
cus_0000069,ses_0000139,2026-02-02T04:13:40,landing_page
cus_0000069,ses_0000139,2026-02-02T04:14:03,product_view
cus_0000069,ses_0000139,2026-02-02T04:14:58,add_to_cart
cus_0000524,ses_0000140,2026-02-02T00:34:01,landing_page
cus_0000524,ses_0000140,2026-02-02T00:34:36,product_view
cus_0000961,ses_0000141,2026-02-02T06:31:22,landing_page
cus_0001487,ses_0000142,2026-02-02T08:53:50,landing_page
cus_0001487,ses_0000142,2026-02-02T08:54:36,product_view
cus_0001078,ses_0000143,2026-02-02T08:54:37,landing_page
cus_0001078,ses_0000143,2026-02-02T08:56:00,product_view
cus_0001078,ses_0000143,2026-02-02T08:56:11,add_to_cart
cus_0000060,ses_0000144,2026-02-02T13:41:09,landing_page
cus_0000060,ses_0000144,2026-02-02T13:42:34,product_view
cus_0001325,ses_0000145,2026-02-02T00:59:48,landing_page
cus_0000373,ses_0000146,2026-02-03T19:04:37,landing_page
cus_0000233,ses_0000147,2026-02-03T18:56:47,landing_page
cus_0000233,ses_0000147,2026-02-03T18:57:45,product_view
cus_0000727,ses_0000148,2026-02-03T01:18:20,landing_page
cus_0000727,ses_0000148,2026-02-03T01:18:42,product_view
cus_0001067,ses_0000149,2026-02-03T12:10:50,landing_page
cus_0001067,ses_0000149,2026-02-03T12:12:10,product_view
cus_0001296,ses_0000150,2026-02-03T10:13:57,landing_page
cus_0001296,ses_0000150,2026-02-03T10:14:28,product_view
cus_0001296,ses_0000150,2026-02-03T10:15:57,add_to_cart
cus_0001296,ses_0000150,2026-02-03T10:15:18,checkout_started
cus_0000334,ses_0000151,2026-02-03T20:59:17,landing_page
cus_0000788,ses_0000152,2026-02-03T01:15:32,landing_page
cus_0000788,ses_0000152,2026-02-03T01:16:08,product_view
cus_0000159,ses_0000153,2026-02-03T11:15:39,landing_page
cus_0000159,ses_0000153,2026-02-03T11:16:33,product_view
cus_0000159,ses_0000153,2026-02-03T11:17:25,add_to_cart
cus_0000159,ses_0000153,2026-02-03T11:17:09,checkout_started
cus_0000159,ses_0000153,2026-02-03T11:17:23,payment_started
cus_0000159,ses_0000153,2026-02-03T11:19:24,purchase_completed
cus_0001077,ses_0000154,2026-02-03T04:39:53,landing_page
cus_0001077,ses_0000154,2026-02-03T04:41:14,product_view
cus_0000623,ses_0000155,2026-02-03T09:19:50,landing_page
cus_0000623,ses_0000155,2026-02-03T09:20:29,product_view
cus_0001007,ses_0000156,2026-02-03T01:35:59,landing_page
cus_0001007,ses_0000156,2026-02-03T01:36:51,product_view
cus_0000144,ses_0000157,2026-02-03T06:40:21,landing_page
cus_0000144,ses_0000157,2026-02-03T06:41:22,product_view
cus_0001407,ses_0000158,2026-02-03T04:06:03,landing_page
cus_0001407,ses_0000158,2026-02-03T04:06:30,product_view
cus_0000890,ses_0000159,2026-02-03T18:57:21,landing_page
cus_0000890,ses_0000159,2026-02-03T18:58:23,product_view
cus_0000557,ses_0000160,2026-02-03T00:47:47,landing_page
cus_0000732,ses_0000161,2026-02-03T03:06:58,landing_page
cus_0000732,ses_0000161,2026-02-03T03:07:39,product_view
cus_0001426,ses_0000162,2026-02-03T10:34:13,landing_page
cus_0000829,ses_0000163,2026-02-03T23:36:16,landing_page
cus_0000829,ses_0000163,2026-02-03T23:37:18,product_view
cus_0000829,ses_0000163,2026-02-03T23:38:40,add_to_cart
cus_0000032,ses_0000164,2026-02-03T22:54:09,landing_page
cus_0000032,ses_0000164,2026-02-03T22:55:29,product_view
cus_0001350,ses_0000165,2026-02-03T05:16:02,landing_page
cus_0001294,ses_0000166,2026-02-03T20:03:44,landing_page
cus_0001294,ses_0000166,2026-02-03T20:04:45,product_view
cus_0001294,ses_0000166,2026-02-03T20:06:24,add_to_cart
cus_0001294,ses_0000166,2026-02-03T20:06:26,checkout_started
cus_0001259,ses_0000167,2026-02-03T19:14:11,landing_page
cus_0001259,ses_0000167,2026-02-03T19:14:32,product_view
cus_0000984,ses_0000168,2026-02-03T21:17:36,landing_page
cus_0000984,ses_0000168,2026-02-03T21:18:31,product_view
cus_0000984,ses_0000168,2026-02-03T21:19:30,add_to_cart
cus_0000984,ses_0000168,2026-02-03T21:18:48,checkout_started
cus_0000710,ses_0000169,2026-02-03T13:54:05,landing_page
cus_0000359,ses_0000170,2026-02-03T18:38:50,landing_page
cus_0000359,ses_0000170,2026-02-03T18:39:55,product_view
cus_0000258,ses_0000171,2026-02-03T03:42:28,landing_page
cus_0000258,ses_0000171,2026-02-03T03:43:26,product_view
cus_0000335,ses_0000172,2026-02-03T18:08:50,landing_page
cus_0001346,ses_0000173,2026-02-03T11:36:57,landing_page
cus_0001346,ses_0000173,2026-02-03T11:37:39,product_view
cus_0000651,ses_0000174,2026-02-03T10:53:51,landing_page
cus_0000651,ses_0000174,2026-02-03T10:54:41,product_view
cus_0000403,ses_0000175,2026-02-03T06:47:57,landing_page
cus_0000403,ses_0000175,2026-02-03T06:48:17,product_view
cus_0000310,ses_0000176,2026-02-03T01:19:41,landing_page
cus_0000310,ses_0000176,2026-02-03T01:20:18,product_view
cus_0000233,ses_0000177,2026-02-03T09:20:41,landing_page
cus_0000233,ses_0000177,2026-02-03T09:21:48,product_view
cus_0001242,ses_0000178,2026-02-03T06:48:34,landing_page
cus_0001150,ses_0000179,2026-02-03T07:18:36,landing_page
cus_0001071,ses_0000180,2026-02-03T18:50:36,landing_page
cus_0001071,ses_0000180,2026-02-03T18:51:15,product_view
cus_0001071,ses_0000180,2026-02-03T18:53:02,add_to_cart
cus_0001071,ses_0000180,2026-02-03T18:53:48,checkout_started
cus_0001071,ses_0000180,2026-02-03T18:52:24,payment_started
cus_0001071,ses_0000180,2026-02-03T18:53:46,purchase_completed
cus_0001402,ses_0000181,2026-02-03T21:54:27,landing_page
cus_0001402,ses_0000181,2026-02-03T21:54:50,product_view
cus_0001118,ses_0000182,2026-02-03T06:09:52,landing_page
cus_0001012,ses_0000183,2026-02-03T13:25:44,landing_page
cus_0001012,ses_0000183,2026-02-03T13:26:55,product_view
cus_0000176,ses_0000184,2026-02-03T09:25:35,landing_page
cus_0000176,ses_0000184,2026-02-03T09:26:18,product_view
cus_0000516,ses_0000185,2026-02-03T17:49:07,landing_page
cus_0001026,ses_0000186,2026-02-03T00:20:43,landing_page
cus_0001026,ses_0000186,2026-02-03T00:22:11,product_view
cus_0000757,ses_0000187,2026-02-03T01:10:10,landing_page
cus_0000246,ses_0000188,2026-02-03T08:12:16,landing_page
cus_0001126,ses_0000189,2026-02-03T08:43:53,landing_page
