conversion_id,session_id,customer_id,timestamp,product_id,revenue,discount,conversion_type
cnv_0000048,ses_0000452,cus_0000398,2026-02-07T22:07:25,prd_001,50.59,0.00,purchase
cnv_0000049,ses_0000456,cus_0001162,2026-02-07T19:05:05,prd_008,30.70,5.00,purchase
cnv_0000050,ses_0000459,cus_0000015,2026-02-07T15:53:19,prd_009,72.74,0.00,purchase
cnv_0000051,ses_0000460,cus_0000644,2026-02-07T18:38:33,prd_004,45.97,0.00,purchase
cnv_0000052,ses_0000461,cus_0000997,2026-02-07T05:21:30,prd_013,47.47,0.00,purchase
cnv_0000053,ses_0000465,cus_0000690,2026-02-07T17:19:56,prd_001,46.74,0.00,purchase
cnv_0000054,ses_0000481,cus_0000748,2026-02-07T21:37:43,prd_014,45.03,5.00,purchase
cnv_0000055,ses_0000510,cus_0000294,2026-02-08T20:56:17,prd_011,62.81,5.00,purchase
cnv_0000056,ses_0000516,cus_0000301,2026-02-08T04:54:56,prd_009,49.76,0.00,purchase
cnv_0000057,ses_0000527,cus_0000280,2026-02-08T00:55:36,prd_008,57.94,0.00,purchase
cnv_0000058,ses_0000567,cus_0000575,2026-02-09T14:36:10,prd_008,26.65,0.00,purchase
cnv_0000059,ses_0000571,cus_0000354,2026-02-09T02:56:19,prd_017,60.71,5.00,purchase
cnv_0000060,ses_0000580,cus_0000436,2026-02-09T02:42:37,prd_006,62.74,15.00,purchase
cnv_0000061,ses_0000602,cus_0000801,2026-02-09T14:59:30,prd_003,33.85,5.00,purchase
cnv_0000062,ses_0000605,cus_0000170,2026-02-09T06:51:50,prd_009,93.57,5.00,purchase
cnv_0000063,ses_0000634,cus_0000702,2026-02-10T14:12:09,prd_008,44.49,0.00,purchase
cnv_0000064,ses_0000639,cus_0000294,2026-02-10T18:50:57,prd_020,134.94,0.00,purchase
cnv_0000065,ses_0000654,cus_0000694,2026-02-10T04:02:49,prd_002,102.08,5.00,purchase
cnv_0000066,ses_0000664,cus_0000698,2026-02-10T22:31:40,prd_007,31.96,10.00,purchase
cnv_0000067,ses_0000672,cus_0001055,2026-02-10T07:39:51,prd_003,16.98,0.00,purchase
cnv_0000068,ses_0000680,cus_0000349,2026-02-10T22:17:54,prd_002,23.80,0.00,purchase
cnv_0000069,ses_0000686,cus_0000769,2026-02-10T13:50:14,prd_009,47.01,0.00,purchase
cnv_0000070,ses_0000709,cus_0000750,2026-02-11T13:33:47,prd_006,68.22,10.00,purchase
cnv_0000071,ses_0000711,cus_0000928,2026-02-11T03:00:25,prd_002,81.30,0.00,purchase
cnv_0000072,ses_0000718,cus_0000838,2026-02-11T03:03:12,prd_020,89.52,0.00,purchase
cnv_0000073,ses_0000727,cus_0001388,2026-02-11T02:36:47,prd_017,41.54,15.00,purchase
cnv_0000074,ses_0000737,cus_0000348,2026-02-11T22:04:15,prd_007,70.14,5.00,purchase
cnv_0000075,ses_0000757,cus_0001462,2026-02-11T00:51:06,prd_004,33.16,10.00,purchase
cnv_0000076,ses_0000765,cus_0001269,2026-02-11T10:01:51,prd_007,29.71,15.00,purchase
cnv_0000077,ses_0000777,cus_0001136,2026-02-12T12:29:14,prd_020,45.54,15.00,purchase
cnv_0000078,ses_0000787,cus_0000870,2026-02-12T10:03:24,prd_004,21.55,0.00,purchase
cnv_0000079,ses_0000801,cus_0000676,2026-02-12T16:56:37,prd_014,57.59,0.00,purchase
cnv_0000080,ses_0000804,cus_0000261,2026-02-12T11:28:44,prd_002,50.49,5.00,purchase
cnv_0000081,ses_0000810,cus_0000220,2026-02-12T23:20:28,prd_012,29.90,0.00,purchase
cnv_0000082,ses_0000816,cus_0000301,2026-02-12T20:53:31,prd_007,47.12,10.00,purchase
cnv_0000083,ses_0000817,cus_0001193,2026-02-12T15:44:32,prd_017,38.07,0.00,purchase
cnv_0000084,ses_0000826,cus_0000239,2026-02-12T16:09:19,prd_012,71.56,0.00,purchase
cnv_0000085,ses_0000839,cus_0000760,2026-02-13T21:20:08,prd_003,97.99,5.00,purchase
cnv_0000086,ses_0000849,cus_0000645,2026-02-13T02:58:52,prd_006,101.34,5.00,purchase
cnv_0000087,ses_0000862,cus_0001177,2026-02-13T23:12:05,prd_012,125.91,15.00,purchase
cnv_0000088,ses_0000885,cus_0000283,2026-02-13T07:44:06,prd_014,76.69,0.00,purchase
cnv_0000089,ses_0000931,cus_0000122,2026-02-14T14:27:19,prd_007,35.71,5.00,purchase
cnv_0000090,ses_0000932,cus_0000493,2026-02-14T01:27:58,prd_012,70.73,15.00,purchase
cnv_0000091,ses_0000940,cus_0000342,2026-02-14T04:59:45,prd_016,44.78,0.00,purchase
cnv_0000092,ses_0000949,cus_0000167,2026-02-14T22:51:58,prd_002,81.59,15.00,purchase
cnv_0000093,ses_0000950,cus_0000595,2026-02-14T18:40:16,prd_014,161.35,15.00,purchase
cnv_0000094,ses_0000954,cus_0000860,2026-02-14T17:54:55,prd_015,57.84,0.00,purchase
cnv_0000095,ses_0000955,cus_0000941,2026-02-14T13:44:26,prd_004,54.66,5.00,purchase
cnv_0000096,ses_0000957,cus_0000657,2026-02-14T18:07:47,prd_009,71.16,0.00,purchase
cnv_0000097,ses_0000963,cus_0001224,2026-02-14T15:18:05,prd_012,111.51,0.00,purchase
cnv_0000098,ses_0000969,cus_0000894,2026-02-14T02:45:01,prd_019,23.79,0.00,purchase
cnv_0000099,ses_0000976,cus_0001130,2026-02-14T00:30:16,prd_002,60.35,0.00,purchase
cnv_0000100,ses_0000992,cus_0000194,2026-02-15T18:24:03,prd_017,76.66,0.00,purchase
cnv_0000101,ses_0000995,cus_0000775,2026-02-15T23:54:20,prd_011,43.83,15.00,purchase
cnv_0000102,ses_0000998,cus_0001130,2026-02-15T06:47:52,prd_010,111.40,5.00,purchase
cnv_0000103,ses_0001026,cus_0001343,2026-02-15T05:41:45,prd_020,52.23,10.00,purchase
cnv_0000104,ses_0001030,cus_0000254,2026-02-15T04:55:10,prd_010,48.28,5.00,purchase
cnv_0000105,ses_0001032,cus_0000024,2026-02-15T19:47:24,prd_006,61.39,0.00,purchase
cnv_0000106,ses_0001036,cus_0001479,2026-02-15T22:36:16,prd_015,62.10,0.00,purchase
cnv_0000107,ses_0001037,cus_0001257,2026-02-15T16:32:21,prd_013,48.98,0.00,purchase
cnv_0000108,ses_0001060,cus_0001372,2026-02-16T23:31:57,prd_009,60.00,0.00,purchase
cnv_0000109,ses_0001062,cus_0000205,2026-02-16T14:20:27,prd_004,88.25,0.00,purchase
cnv_0000110,ses_0001068,cus_0001136,2026-02-16T05:44:10,prd_012,73.64,5.00,purchase
cnv_0000111,ses_0001082,cus_0000317,2026-02-16T07:07:35,prd_003,45.97,0.00,purchase
cnv_0000112,ses_0001095,cus_0000836,2026-02-16T00:23:40,prd_018,48.32,15.00,purchase
cnv_0000113,ses_0001099,cus_0001136,2026-02-16T06:54:52,prd_012,39.39,5.00,purchase
cnv_0000114,ses_0001102,cus_0001350,2026-02-16T15:25:26,prd_016,50.58,0.00,purchase
cnv_0000115,ses_0001116,cus_0000548,2026-02-16T09:44:42,prd_006,103.08,10.00,purchase
cnv_0000116,ses_0001123,cus_0000305,2026-02-16T19:07:57,prd_020,87.95,0.00,purchase
cnv_0000117,ses_0001124,cus_0000660,2026-02-16T18:16:09,prd_017,51.83,0.00,purchase
cnv_0000118,ses_0001126,cus_0000263,2026-02-16T17:24:53,prd_010,47.74,10.00,purchase
cnv_0000119,ses_0001140,cus_0000986,2026-02-17T12:26:42,prd_009,40.03,15.00,purchase
cnv_0000120,ses_0001154,cus_0000935,2026-02-17T09:13:30,prd_018,66.79,10.00,purchase
cnv_0000121,ses_0001157,cus_0000532,2026-02-17T04:25:57,prd_003,85.56,0.00,purchase
cnv_0000122,ses_0001160,cus_0001006,2026-02-17T08:27:41,prd_003,49.45,0.00,purchase
cnv_0000123,ses_0001170,cus_0000804,2026-02-17T08:50:02,prd_014,61.66,0.00,purchase
cnv_0000124,ses_0001175,cus_0000985,2026-02-17T20:55:19,prd_006,43.16,0.00,purchase
cnv_0000125,ses_0001179,cus_0000862,2026-02-17T15:50:22,prd_014,27.46,15.00,purchase
cnv_0000126,ses_0001190,cus_0001171,2026-02-18T02:18:20,prd_011,34.50,10.00,purchase
cnv_0000127,ses_0001203,cus_0000901,2026-02-18T11:07:50,prd_017,68.06,0.00,purchase
cnv_0000128,ses_0001205,cus_0000875,2026-02-18T14:56:01,prd_007,71.44,0.00,purchase
cnv_0000129,ses_0001207,cus_0000347,2026-02-18T19:33:54,prd_016,58.98,15.00,purchase
cnv_0000130,ses_0001209,cus_0000706,2026-02-18T02:21:07,prd_020,166.80,10.00,purchase
cnv_0000131,ses_0001210,cus_0000508,2026-02-18T13:33:13,prd_015,51.89,0.00,purchase
cnv_0000132,ses_0001242,cus_0001375,2026-02-19T18:04:31,prd_002,50.59,0.00,purchase
cnv_0000133,ses_0001247,cus_0000316,2026-02-19T06:03:18,prd_016,79.01,15.00,purchase
cnv_0000134,ses_0001252,cus_0000765,2026-02-19T12:40:48,prd_020,67.32,0.00,purchase
cnv_0000135,ses_0001254,cus_0001163,2026-02-19T23:06:17,prd_009,47.13,15.00,purchase
cnv_0000136,ses_0001256,cus_0000356,2026-02-19T13:53:44,prd_017,92.84,10.00,purchase
cnv_0000137,ses_0001265,cus_0000757,2026-02-19T11:03:39,prd_002,92.18,0.00,purchase
cnv_0000138,ses_0001274,cus_0001028,2026-02-19T08:54:45,prd_005,48.49,0.00,purchase
cnv_0000139,ses_0001281,cus_0001497,2026-02-19T15:39:27,prd_002,54.18,0.00,purchase
cnv_0000140,ses_0001287,cus_0000902,2026-02-19T08:53:51,prd_020,63.75,0.00,purchase
cnv_0000141,ses_0001307,cus_0000802,2026-02-20T10:48:41,prd_007,61.57,0.00,purchase
cnv_0000142,ses_0001313,cus_0000656,2026-02-20T11:53:46,prd_005,61.24,5.00,purchase
cnv_0000143,ses_0001314,cus_0001270,2026-02-20T16:30:28,prd_005,74.92,0.00,purchase
cnv_0000144,ses_0001319,cus_0000483,2026-02-20T13:42:22,prd_004,61.33,5.00,purchase
cnv_0000145,ses_0001321,cus_0001278,2026-02-20T07:33:04,prd_014,58.19,0.00,purchase
cnv_0000146,ses_0001334,cus_0001438,2026-02-20T06:52:50,prd_017,105.03,5.00,purchase
cnv_0000147,ses_0001336,cus_0000061,2026-02-20T11:00:58,prd_016,98.03,0.00,purchase
cnv_0000148,ses_0001340,cus_0000918,2026-02-20T16:07:26,prd_001,51.09,0.00,purchase
cnv_0000149,ses_0001349,cus_0000133,2026-02-20T04:23:30,prd_019,45.14,10.00,purchase
cnv_0000150,ses_0001356,cus_0000407,2026-02-20T08:52:48,prd_009,31.68,0.00,purchase
cnv_0000151,ses_0001361,cus_0001148,2026-02-20T01:09:34,prd_003,33.61,15.00,purchase
cnv_0000152,ses_0001363,cus_0000733,2026-02-21T14:02:26,prd_005,77.57,0.00,purchase
cnv_0000153,ses_0001365,cus_0001007,2026-02-21T01:13:58,prd_018,43.00,0.00,purchase
cnv_0000154,ses_0001380,cus_0001281,2026-02-21T03:01:36,prd_001,59.76,5.00,purchase
cnv_0000155,ses_0001383,cus_0000232,2026-02-21T00:41:48,prd_002,76.06,0.00,purchase
cnv_0000156,ses_0001392,cus_0000936,2026-02-21T12:36:03,prd_020,34.47,15.00,purchase
cnv_0000157,ses_0001397,cus_0000415,2026-02-21T18:32:19,prd_001,79.23,0.00,purchase
cnv_0000158,ses_0001402,cus_0001356,2026-02-21T03:24:43,prd_002,55.40,5.00,purchase
cnv_0000159,ses_0001407,cus_0000022,2026-02-21T06:57:07,prd_018,30.94,10.00,purchase
cnv_0000160,ses_0001416,cus_0000478,2026-02-21T01:18:20,prd_011,37.11,15.00,purchase
cnv_0000161,ses_0001422,cus_0001000,2026-02-21T14:03:21,prd_020,67.91,15.00,purchase
cnv_0000162,ses_0001426,cus_0000992,2026-02-21T08:41:13,prd_001,68.18,0.00,purchase
cnv_0000163,ses_0001433,cus_0000185,2026-02-21T09:45:28,prd_008,41.05,0.00,purchase
cnv_0000164,ses_0001436,cus_0001289,2026-02-22T02:48:55,prd_010,60.20,5.00,purchase
cnv_0000165,ses_0001448,cus_0001117,2026-02-22T11:20:00,prd_003,83.09,0.00,purchase
cnv_0000166,ses_0001456,cus_0000648,2026-02-22T02:37:24,prd_002,61.87,15.00,purchase
cnv_0000167,ses_0001461,cus_0000916,2026-02-22T13:52:25,prd_009,39.75,5.00,purchase
cnv_0000168,ses_0001465,cus_0000643,2026-02-22T13:06:21,prd_013,31.19,0.00,purchase
cnv_0000169,ses_0001471,cus_0000249,2026-02-22T16:17:22,prd_003,127.63,0.00,purchase
cnv_0000170,ses_0001496,cus_0001418,2026-02-22T23:16:56,prd_019,43.11,10.00,purchase
cnv_0000171,ses_0001503,cus_0000685,2026-02-22T17:09:32,prd_019,30.52,0.00,purchase
cnv_0000172,ses_0001508,cus_0000930,2026-02-23T01:18:01,prd_006,80.79,0.00,purchase
cnv_0000173,ses_0001522,cus_0000022,2026-02-23T01:04:26,prd_014,56.65,10.00,purchase
cnv_0000174,ses_0001539,cus_0001443,2026-02-23T11:17:38,prd_010,76.99,0.00,purchase
cnv_0000175,ses_0001541,cus_0000025,2026-02-23T14:50:01,prd_015,124.10,10.00,purchase
cnv_0000176,ses_0001545,cus_0001218,2026-02-23T14:46:59,prd_018,82.52,5.00,purchase
cnv_0000177,ses_0001557,cus_0001208,2026-02-23T04:47:29,prd_018,51.22,0.00,purchase
cnv_0000178,ses_0001558,cus_0000875,2026-02-23T13:55:58,prd_013,68.37,0.00,purchase
cnv_0000179,ses_0001584,cus_0000092,2026-02-24T05:58:12,prd_016,55.65,0.00,purchase
cnv_0000180,ses_0001595,cus_0000074,2026-02-24T09:07:29,prd_003,102.94,5.00,purchase
cnv_0000181,ses_0001620,cus_0000072,2026-02-25T22:18:34,prd_007,29.41,0.00,purchase
cnv_0000182,ses_0001631,cus_0001432,2026-02-25T23:32:30,prd_020,108.92,15.00,purchase
cnv_0000183,ses_0001638,cus_0000988,2026-02-25T18:34:26,prd_004,38.31,0.00,purchase
cnv_0000184,ses_0001641,cus_0000357,2026-02-25T11:21:38,prd_008,57.00,15.00,purchase
cnv_0000185,ses_0001665,cus_0000877,2026-02-25T09:37:06,prd_013,59.48,10.00,purchase
cnv_0000186,ses_0001666,cus_0000982,2026-02-25T08:22:05,prd_014,41.31,10.00,purchase
cnv_0000187,ses_0001672,cus_0000208,2026-02-25T08:32:50,prd_001,38.72,5.00,purchase
cnv_0000188,ses_0001692,cus_0000897,2026-02-26T14:10:10,prd_011,40.23,10.00,purchase
cnv_0000189,ses_0001694,cus_0000981,2026-02-26T08:25:39,prd_004,74.12,0.00,purchase
cnv_0000190,ses_0001722,cus_0001301,2026-02-26T01:42:42,prd_012,41.80,10.00,purchase
cnv_0000191,ses_0001741,cus_0000951,2026-02-27T18:06:37,prd_012,44.69,0.00,purchase
cnv_0000192,ses_0001747,cus_0000487,2026-02-27T12:57:15,prd_019,38.64,0.00,purchase
cnv_0000193,ses_0001751,cus_0000984,2026-02-27T08:07:01,prd_011,48.46,0.00,purchase
cnv_0000194,ses_0001760,cus_0001103,2026-02-27T06:41:16,prd_003,16.68,15.00,purchase
cnv_0000195,ses_0001773,cus_0000549,2026-02-27T08:38:05,prd_009,52.79,0.00,purchase
cnv_0000196,ses_0001797,cus_0000789,2026-02-28T18:30:47,prd_009,143.01,10.00,purchase
cnv_0000197,ses_0001833,cus_0000242,2026-02-28T10:34:28,prd_017,86.82,5.00,purchase
cnv_0000198,ses_0001843,cus_0001403,2026-02-28T22:15:31,prd_016,116.02,15.00,purchase
cnv_0000199,ses_0001844,cus_0000248,2026-02-28T18:07:34,prd_010,86.28,5.00,purchase
cnv_0000200,ses_0001859,cus_0000248,2026-03-01T22:34:50,prd_013,56.45,5.00,purchase
cnv_0000201,ses_0001861,cus_0001302,2026-03-01T02:16:31,prd_013,86.61,15.00,purchase
cnv_0000202,ses_0001862,cus_0001255,2026-03-01T03:09:47,prd_007,110.25,0.00,purchase
cnv_0000203,ses_0001874,cus_0000378,2026-03-01T12:13:09,prd_014,82.02,0.00,purchase
cnv_0000204,ses_0001889,cus_0000715,2026-03-01T08:04:51,prd_006,94.39,15.00,purchase
cnv_0000205,ses_0001902,cus_0001429,2026-03-01T19:40:12,prd_020,148.16,0.00,purchase
cnv_0000206,ses_0001909,cus_0001251,2026-03-01T16:54:11,prd_017,39.72,10.00,purchase
cnv_0000207,ses_0001910,cus_0001220,2026-03-01T07:11:31,prd_014,37.85,15.00,purchase
cnv_0000208,ses_0001917,cus_0000615,2026-03-02T21:08:18,prd_015,97.02,15.00,purchase
cnv_0000209,ses_0001924,cus_0000139,2026-03-02T15:34:51,prd_015,59.39,15.00,purchase
cnv_0000210,ses_0001944,cus_0000876,2026-03-02T11:07:06,prd_017,112.47,0.00,purchase
cnv_0000211,ses_0001947,cus_0001315,2026-03-02T06:25:33,prd_010,56.87,0.00,purchase
cnv_0000212,ses_0001949,cus_0000279,2026-03-02T09:09:50,prd_017,103.27,5.00,purchase
cnv_0000213,ses_0001954,cus_0000358,2026-03-02T13:36:04,prd_010,56.14,0.00,purchase
cnv_0000214,ses_0001959,cus_0000012,2026-03-02T23:10:32,prd_008,89.37,0.00,purchase
cnv_0000215,ses_0001960,cus_0001326,2026-03-02T05:46:32,prd_016,95.53,0.00,purchase
cnv_0000216,ses_0001963,cus_0000689,2026-03-02T07:19:44,prd_009,77.10,0.00,purchase
cnv_0000217,ses_0001971,cus_0000757,2026-03-02T05:31:04,prd_012,54.30,10.00,purchase
cnv_0000218,ses_0001985,cus_0000259,2026-03-04T00:02:53,prd_005,27.90,10.00,purchase
cnv_0000219,ses_0001991,cus_0000175,2026-03-03T18:00:17,prd_007,72.53,5.00,purchase
cnv_0000220,ses_0002026,cus_0000094,2026-03-03T03:28:56,prd_016,52.02,0.00,purchase
cnv_0000221,ses_0002053,cus_0001107,2026-03-04T04:38:59,prd_007,49.19,10.00,purchase
cnv_0000222,ses_0002064,cus_0000393,2026-03-04T15:34:26,prd_014,47.40,0.00,purchase
cnv_0000223,ses_0002065,cus_0000462,2026-03-04T13:54:51,prd_017,31.46,0.00,purchase
cnv_0000224,ses_0002066,cus_0000641,2026-03-04T01:18:58,prd_014,57.81,0.00,purchase
cnv_0000225,ses_0002067,cus_0000565,2026-03-04T09:15:45,prd_007,131.72,5.00,purchase
cnv_0000226,ses_0002100,cus_0000090,2026-03-04T05:39:07,prd_019,85.25,15.00,purchase
cnv_0000227,ses_0002113,cus_0000160,2026-03-05T16:29:30,prd_004,32.63,10.00,purchase
cnv_0000228,ses_0002119,cus_0000296,2026-03-05T20:07:37,prd_007,82.89,0.00,purchase
cnv_0000229,ses_0002155,cus_0000098,2026-03-05T04:41:30,prd_004,17.39,10.00,purchase
cnv_0000230,ses_0002160,cus_0000203,2026-03-05T05:16:34,prd_008,83.73,10.00,purchase
cnv_0000231,ses_0002174,cus_0000465,2026-03-06T13:16:52,prd_018,73.35,0.00,purchase
cnv_0000232,ses_0002175,cus_0001257,2026-03-06T16:05:11,prd_015,99.13,0.00,purchase
cnv_0000233,ses_0002209,cus_0000862,2026-03-06T18:04:28,prd_009,69.92,0.00,purchase
cnv_0000234,ses_0002212,cus_0000305,2026-03-06T23:54:18,prd_010,213.44,0.00,purchase
cnv_0000235,ses_0002214,cus_0000421,2026-03-06T10:46:34,prd_010,43.63,0.00,purchase
cnv_0000236,ses_0002215,cus_0000614,2026-03-06T00:50:50,prd_017,38.51,15.00,purchase
cnv_0000237,ses_0002226,cus_0001401,2026-03-07T04:36:25,prd_006,36.05,5.00,purchase
cnv_0000238,ses_0002240,cus_0000215,2026-03-07T22:29:55,prd_019,46.58,0.00,purchase
cnv_0000239,ses_0002243,cus_0000367,2026-03-07T16:13:31,prd_003,37.63,0.00,purchase
cnv_0000240,ses_0002255,cus_0001477,2026-03-07T23:59:18,prd_002,38.66,15.00,purchase
cnv_0000241,ses_0002269,cus_0001439,2026-03-07T13:08:17,prd_016,163.80,15.00,purchase
cnv_0000242,ses_0002278,cus_0001433,2026-03-07T17:56:02,prd_014,50.26,10.00,purchase
cnv_0000243,ses_0002287,cus_0000694,2026-03-07T01:54:28,prd_011,115.83,15.00,purchase
cnv_0000244,ses_0002290,cus_0000723,2026-03-07T07:07:14,prd_006,55.91,15.00,purchase
cnv_0000245,ses_0002291,cus_0001368,2026-03-07T11:01:07,prd_013,259.78,0.00,purchase
cnv_0000246,ses_0002292,cus_0000392,2026-03-07T13:13:03,prd_019,71.76,10.00,purchase
cnv_0000247,ses_0002303,cus_0000125,2026-03-08T19:44:46,prd_014,82.31,10.00,purchase
cnv_0000248,ses_0002307,cus_0000475,2026-03-08T22:32:20,prd_019,43.39,5.00,purchase
cnv_0000249,ses_0002317,cus_0001173,2026-03-08T09:49:47,prd_006,43.23,0.00,purchase
cnv_0000250,ses_0002327,cus_0000029,2026-03-08T08:22:56,prd_010,93.58,0.00,purchase
cnv_0000251,ses_0002329,cus_0000152,2026-03-08T15:12:31,prd_001,35.13,0.00,purchase
cnv_0000252,ses_0002340,cus_0000913,2026-03-08T03:27:26,prd_011,20.31,0.00,purchase
cnv_0000253,ses_0002345,cus_0001395,2026-03-08T19:24:11,prd_012,76.35,5.00,purchase
cnv_0000254,ses_0002352,cus_0001133,2026-03-08T09:27:05,prd_001,45.70,0.00,purchase
cnv_0000255,ses_0002354,cus_0000628,2026-03-08T15:15:22,prd_003,39.35,10.00,purchase
cnv_0000256,ses_0002355,cus_0001143,2026-03-08T14:02:21,prd_014,58.24,0.00,purchase
cnv_0000257,ses_0002384,cus_0000979,2026-03-09T17:27:20,prd_014,35.73,10.00,purchase
cnv_0000258,ses_0002389,cus_0000346,2026-03-09T17:17:24,prd_003,82.86,0.00,purchase
cnv_0000259,ses_0002396,cus_0000533,2026-03-09T02:20:16,prd_006,51.88,0.00,purchase
cnv_0000260,ses_0002402,cus_0001228,2026-03-09T17:23:51,prd_019,77.61,0.00,purchase
cnv_0000261,ses_0002406,cus_0000058,2026-03-09T01:12:20,prd_007,56.71,10.00,purchase
cnv_0000262,ses_0002412,cus_0000755,2026-03-09T14:07:17,prd_007,38.51,0.00,purchase
cnv_0000263,ses_0002433,cus_0000422,2026-03-09T18:50:51,prd_003,38.30,15.00,purchase
cnv_0000264,ses_0002443,cus_0000290,2026-03-09T16:01:41,prd_019,44.62,0.00,purchase
cnv_0000265,ses_0002474,cus_0001438,2026-03-10T18:55:09,prd_008,49.81,5.00,purchase
cnv_0000266,ses_0002489,cus_0000056,2026-03-10T12:39:50,prd_014,44.88,15.00,purchase
cnv_0000267,ses_0002496,cus_0000491,2026-03-10T04:34:15,prd_020,121.69,15.00,purchase
